pilot_index,norm_name,doc_id,source_file,source_path,file_type,is_eval_ground_truth,sampling_reason,sample_score,base_sample_score,eval_question_count,selection_bucket,table_density_proxy,hard_distractor,hard_distractor_reason,issuer,project_name,business_type_candidates,eval_files,eval_raw_examples,metadata_source,metadata_budget,notice_id,notice_round,published_at,bid_start,bid_deadline,external_notice_id,final_notice_id,notice_id_status,notice_id_evidence,rank_index,doc_key,pilot_doc_id,selection_aliases
64,(재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅,doc_5cf030fe9755,(재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/(재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅.hwp,hwp,False,filler_sample,12,0,0,구축,0,True,similar_project_token,(재)예술경영지원센터,통합 정보시스템 구축 사전 컨설팅,"구축, 컨설팅/감리",,,,,,,,,,,,missing,,64,(재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅,D5cf030fe97,(재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅.hwp | (재)예술경영지원센터_통합 정보시스템 구축 사전 컨설팅 | 통합 정보시스템 구축 사전 컨설팅 | 재예술경영지원센터통합정보시스템구축사전컨설팅.hwp
65,경기도사회서비스원_2025년 통합사회정보시스템 운영 지원,doc_d9c56e4ddc11,경기도사회서비스원_2025년 통합사회정보시스템 운영 지원.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도사회서비스원_2025년 통합사회정보시스템 운영 지원.hwp,hwp,False,filler_sample,12,0,0,운영,0,True,similar_project_token,경기도사회서비스원,2025년 통합사회정보시스템 운영 지원,운영,,,,,,,,,,,,missing,,65,경기도사회서비스원_2025년 통합사회정보시스템 운영 지원,Dd9c56e4ddc,경기도사회서비스원_2025년 통합사회정보시스템 운영 지원.hwp | 경기도사회서비스원_2025년 통합사회정보시스템 운영 지원 | 2025년 통합사회정보시스템 운영 지원 | 경기도사회서비스원2025년통합사회정보시스템운영지원.hwp
66,경기도교육청_경기형 AI 교원역량 통합지원시스템 정보시스템마스터플,doc_5641d06079c7,경기도교육청_경기형 AI 교원역량 통합지원시스템 정보시스템마스터플.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도교육청_경기형 AI 교원역량 통합지원시스템 정보시스템마스터플.hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,similar_project_token,경기도교육청,경기형 AI 교원역량 통합지원시스템 정보시스템마스터플,데이터/AI,,,,,,,,,,,,missing,,66,경기도교육청_경기형 AI 교원역량 통합지원시스템 정보시스템마스터플,D5641d06079,경기도교육청_경기형 AI 교원역량 통합지원시스템 정보시스템마스터플.hwp | 경기도교육청_경기형 AI 교원역량 통합지원시스템 정보시스템마스터플 | 경기형 AI 교원역량 통합지원시스템 정보시스템마스터플 | 경기도교육청경기형AI교원역량통합지원시스템정보시스템마스터플.hwp
67,한국환경보전원_법정교육 통합관리시스템(보안·전산) 유지·관리,doc_c9e124703b81,한국환경보전원_법정교육 통합관리시스템(보안·전산) 유지·관리.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국환경보전원_법정교육 통합관리시스템(보안·전산) 유지·관리.hwp,hwp,False,filler_sample,12,0,0,보안,0,True,similar_project_token,한국환경보전원,법정교육 통합관리시스템(보안·전산) 유지·관리,보안,,,,,,,,,,,,missing,,67,한국환경보전원_법정교육 통합관리시스템(보안·전산) 유지·관리,Dc9e124703b,한국환경보전원_법정교육 통합관리시스템(보안·전산) 유지·관리.hwp | 한국환경보전원_법정교육 통합관리시스템(보안·전산) 유지·관리 | 법정교육 통합관리시스템(보안·전산) 유지·관리 | 한국환경보전원법정교육통합관리시스템보안·전산유지·관리.hwp
68,대한상공회의소_2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지·,doc_275b8ea6fe5a,대한상공회의소_2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지·.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/대한상공회의소_2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지·.hwp,hwp,False,filler_sample,12,0,0,클라우드,0,True,same_issuer,대한상공회의소,2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지·,클라우드,,,,,,,,,,,,missing,,68,대한상공회의소_2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지·,D275b8ea6fe,대한상공회의소_2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지·.hwp | 대한상공회의소_2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지· | 2025년 진로체험망 꿈길 시스템 인프라[클라우드] 유지· | 대한상공회의소2025년진로체험망꿈길시스템인프라클라우드유지·.hwp
69,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지",doc_ba77a249b42c,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp","/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp",hwp,False,filler_sample,12,0,0,홈페이지/포털,0,True,similar_project_token,대한장애인체육회,"2025년 전국장애인체육대회 전산 및 시스템, 홈페이지",홈페이지/포털,,,,,,,,,,,,missing,,69,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지",Dba77a249b4,"대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 .hwp | 대한장애인체육회_2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 | 2025년 전국장애인체육대회 전산 및 시스템, 홈페이지 | 대한장애인체육회2025년전국장애인체육대회전산및시스템,홈페이지.hwp"
70,KOICA 전자조달_[지문] 인도적지원 정보시스템 기본설계(ISMP) 용역,doc_968710c7aa0f,KOICA 전자조달_[지문] 인도적지원 정보시스템 기본설계(ISMP) 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/KOICA 전자조달_[지문] 인도적지원 정보시스템 기본설계(ISMP) 용역.hwp,hwp,False,filler_sample,12,0,0,컨설팅/감리,0,True,same_issuer+similar_project_token+prefix_alias,KOICA 전자조달,[지문] 인도적지원 정보시스템 기본설계(ISMP) 용역,컨설팅/감리,,,,,,,,,,,,missing,,70,KOICA 전자조달_[지문] 인도적지원 정보시스템 기본설계(ISMP) 용역,D968710c7aa,KOICA 전자조달_[지문] 인도적지원 정보시스템 기본설계(ISMP) 용역.hwp | KOICA 전자조달_[지문] 인도적지원 정보시스템 기본설계(ISMP) 용역 | [지문] 인도적지원 정보시스템 기본설계(ISMP) 용역 | 인도적지원 정보시스템 기본설계(ISMP) 용역 | KOICA전자조달지문인도적지원정보시스템기본설계ISMP용역.hwp
71,(주)케이티엔지니어링_평택시 스마트시티 조성사업 G7 이노베이션센터,doc_79323b8b7a96,(주)케이티엔지니어링_평택시 스마트시티 조성사업 G7 이노베이션센터 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/(주)케이티엔지니어링_평택시 스마트시티 조성사업 G7 이노베이션센터 .hwp,hwp,False,filler_sample,12,0,0,기타,0,True,similar_project_token,(주)케이티엔지니어링,평택시 스마트시티 조성사업 G7 이노베이션센터,,,,,,,,,,,,,missing,,71,(주)케이티엔지니어링_평택시 스마트시티 조성사업 G7 이노베이션센터,D79323b8b7a,(주)케이티엔지니어링_평택시 스마트시티 조성사업 G7 이노베이션센터 .hwp | (주)케이티엔지니어링_평택시 스마트시티 조성사업 G7 이노베이션센터 | 평택시 스마트시티 조성사업 G7 이노베이션센터 | 주케이티엔지니어링평택시스마트시티조성사업G7이노베이션센터.hwp
72,BioIN_의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차),doc_db3f1050e6c2,BioIN_의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차).hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/BioIN_의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차).hwp,hwp,False,filler_sample,12,0,0,고도화,0,True,similar_project_token,BioIN,의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차),고도화,,,,,,,,,,,,missing,,72,BioIN_의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차),Ddb3f1050e6,BioIN_의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차).hwp | BioIN_의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차) | 의료기기산업 종합정보시스템(정보관리기관) 기능개선 사업(2차) | BioIN의료기기산업종합정보시스템정보관리기관기능개선사업2차.hwp
73,BIO KOREA_바이오코리아 홈페이지 및 파트너링 시스템 재구축,doc_700cf781692e,BIO KOREA_바이오코리아 홈페이지 및 파트너링 시스템 재구축.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/BIO KOREA_바이오코리아 홈페이지 및 파트너링 시스템 재구축.hwp,hwp,False,filler_sample,12,0,0,구축,0,True,similar_project_token,BIO KOREA,바이오코리아 홈페이지 및 파트너링 시스템 재구축,"구축, 홈페이지/포털",,,,,,,,,,,,missing,,73,BIO KOREA_바이오코리아 홈페이지 및 파트너링 시스템 재구축,D700cf78169,BIO KOREA_바이오코리아 홈페이지 및 파트너링 시스템 재구축.hwp | BIO KOREA_바이오코리아 홈페이지 및 파트너링 시스템 재구축 | 바이오코리아 홈페이지 및 파트너링 시스템 재구축 | BIOKOREA바이오코리아홈페이지및파트너링시스템재구축.hwp
74,경기도장애인체육회_경기도장애인체육회 홈페이지 및 사업운영시스템,doc_8f30accf4e67,경기도장애인체육회_경기도장애인체육회 홈페이지 및 사업운영시스템 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도장애인체육회_경기도장애인체육회 홈페이지 및 사업운영시스템 .hwp,hwp,False,filler_sample,12,0,0,운영,0,True,similar_project_token,경기도장애인체육회,경기도장애인체육회 홈페이지 및 사업운영시스템,"운영, 홈페이지/포털",,,,,,,,,,,,missing,,74,경기도장애인체육회_경기도장애인체육회 홈페이지 및 사업운영시스템,D8f30accf4e,경기도장애인체육회_경기도장애인체육회 홈페이지 및 사업운영시스템 .hwp | 경기도장애인체육회_경기도장애인체육회 홈페이지 및 사업운영시스템 | 경기도장애인체육회 홈페이지 및 사업운영시스템 | 경기도장애인체육회경기도장애인체육회홈페이지및사업운영시스템.hwp
75,군포시청_(긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템,doc_d52caf59ee4f,군포시청_(긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/군포시청_(긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템 .hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,similar_project_token+notice_variant+prefix_alias,군포시청,(긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템,데이터/AI,,,,,,,,,,,,missing,,75,군포시청_(긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템,Dd52caf59ee,군포시청_(긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템 .hwp | 군포시청_(긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템 | (긴급)용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템 | 용역 입찰공고[군포 AI기반 쓰레기 무단투기 단속시스템 | 군포시청긴급용역입찰공고군포AI기반쓰레기무단투기단속시스템.hwp
76,한국환경보전원_법정교육 통합관리시스템(보안전산) 유지·관리,doc_4334336fc78d,한국환경보전원_법정교육 통합관리시스템(보안전산) 유지·관리.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국환경보전원_법정교육 통합관리시스템(보안전산) 유지·관리.hwp,hwp,False,filler_sample,12,0,0,보안,0,True,similar_project_token,한국환경보전원,법정교육 통합관리시스템(보안전산) 유지·관리,보안,,,,,,,,,,,,missing,,76,한국환경보전원_법정교육 통합관리시스템(보안전산) 유지·관리,D4334336fc7,한국환경보전원_법정교육 통합관리시스템(보안전산) 유지·관리.hwp | 한국환경보전원_법정교육 통합관리시스템(보안전산) 유지·관리 | 법정교육 통합관리시스템(보안전산) 유지·관리 | 한국환경보전원법정교육통합관리시스템보안전산유지·관리.hwp
77,한국과학기술원_(긴급)교수학습시스템 클라우드 MSP 용역 사업,doc_84664d0c3360,한국과학기술원_(긴급)교수학습시스템 클라우드 MSP 용역 사업.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국과학기술원_(긴급)교수학습시스템 클라우드 MSP 용역 사업.hwp,hwp,False,filler_sample,12,0,0,클라우드,0,True,notice_variant+prefix_alias,한국과학기술원,(긴급)교수학습시스템 클라우드 MSP 용역 사업,클라우드,,,,,,,,,,,,missing,,77,한국과학기술원_(긴급)교수학습시스템 클라우드 MSP 용역 사업,D84664d0c33,한국과학기술원_(긴급)교수학습시스템 클라우드 MSP 용역 사업.hwp | 한국과학기술원_(긴급)교수학습시스템 클라우드 MSP 용역 사업 | (긴급)교수학습시스템 클라우드 MSP 용역 사업 | 교수학습시스템 클라우드 MSP 용역 사업 | 한국과학기술원긴급교수학습시스템클라우드MSP용역사업.hwp
78,"대한장애인체육회_전국장애인체육대회 전산 및 시스템, 홈페이지 유지·",doc_f1166d21fed9,"대한장애인체육회_전국장애인체육대회 전산 및 시스템, 홈페이지 유지·.hwp","/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/대한장애인체육회_전국장애인체육대회 전산 및 시스템, 홈페이지 유지·.hwp",hwp,False,filler_sample,12,0,0,홈페이지/포털,0,True,similar_project_token,대한장애인체육회,"전국장애인체육대회 전산 및 시스템, 홈페이지 유지·",홈페이지/포털,,,,,,,,,,,,missing,,78,"대한장애인체육회_전국장애인체육대회 전산 및 시스템, 홈페이지 유지·",Df1166d21fe,"대한장애인체육회_전국장애인체육대회 전산 및 시스템, 홈페이지 유지·.hwp | 대한장애인체육회_전국장애인체육대회 전산 및 시스템, 홈페이지 유지· | 전국장애인체육대회 전산 및 시스템, 홈페이지 유지· | 대한장애인체육회전국장애인체육대회전산및시스템,홈페이지유지·.hwp"
79,국기원_WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR),doc_2bf937fa500c,국기원_WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR).hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국기원_WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR).hwp,hwp,False,filler_sample,12,0,0,컨설팅/감리,0,True,similar_project_token,국기원,WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR),컨설팅/감리,,,,,,,,,,,,missing,,79,국기원_WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR),D2bf937fa50,국기원_WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR).hwp | 국기원_WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR) | WTA 정보시스템 마스터플랜(ISMP) 수립 및 업무재설계(BPR) | 국기원WTA정보시스템마스터플랜ISMP수립및업무재설계BPR.hwp
80,KOICA 전자조달_[지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보,doc_9b656fe2afc3,KOICA 전자조달_[지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/KOICA 전자조달_[지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보.hwp,hwp,False,filler_sample,12,0,0,기타,0,True,same_issuer+similar_project_token+notice_variant+prefix_alias,KOICA 전자조달,[지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보,,,,,,,,,,,,,missing,,80,KOICA 전자조달_[지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보,D9b656fe2af,KOICA 전자조달_[지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보.hwp | KOICA 전자조달_[지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보 | [지문] [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보 | [국제] (재공고)우즈베키스탄 ICT기반의 수자원정보 | KOICA전자조달지문국제재공고우즈베키스탄ICT기반의수자원정보.hwp
81,경기교통공사_2024 경기도 광역이동지원시스템 증설 및 기능개선 용역,doc_ef269bde773b,경기교통공사_2024 경기도 광역이동지원시스템 증설 및 기능개선 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기교통공사_2024 경기도 광역이동지원시스템 증설 및 기능개선 용역.hwp,hwp,False,filler_sample,12,0,0,고도화,0,True,similar_project_token,경기교통공사,2024 경기도 광역이동지원시스템 증설 및 기능개선 용역,고도화,,,,,,,,,,,,missing,,81,경기교통공사_2024 경기도 광역이동지원시스템 증설 및 기능개선 용역,Def269bde77,경기교통공사_2024 경기도 광역이동지원시스템 증설 및 기능개선 용역.hwp | 경기교통공사_2024 경기도 광역이동지원시스템 증설 및 기능개선 용역 | 2024 경기도 광역이동지원시스템 증설 및 기능개선 용역 | 경기교통공사2024경기도광역이동지원시스템증설및기능개선용역.hwp
82,KOICA_(재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원,doc_48162d853ba7,KOICA_(재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/KOICA_(재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원 .hwp,hwp,False,filler_sample,12,0,0,구축,0,True,notice_variant+prefix_alias,KOICA,(재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원,"구축, 운영",,,,,,,,,,,,missing,,82,KOICA_(재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원,D48162d853b,KOICA_(재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원 .hwp | KOICA_(재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원 | (재공고) 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원 | 몽골 철도안전 통합관제시스템 시범사업구축 및 운영지원 | KOICA재공고몽골철도안전통합관제시스템시범사업구축및운영지원.hwp
83,경희대학교_[재공고] 산학협력단 정보시스템 운영 용역업체 선정,doc_ab927535280e,경희대학교_[재공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경희대학교_[재공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp,hwp,False,filler_sample,12,0,0,운영,0,True,same_issuer+similar_project_token+notice_variant+prefix_alias,경희대학교,[재공고] 산학협력단 정보시스템 운영 용역업체 선정,운영,,,,,,,,,,,,missing,,83,경희대학교_[재공고] 산학협력단 정보시스템 운영 용역업체 선정,Dab92753528,경희대학교_[재공고] 산학협력단 정보시스템 운영 용역업체 선정.hwp | 경희대학교_[재공고] 산학협력단 정보시스템 운영 용역업체 선정 | [재공고] 산학협력단 정보시스템 운영 용역업체 선정 | 산학협력단 정보시스템 운영 용역업체 선정 | 경희대학교재공고산학협력단정보시스템운영용역업체선정.hwp
84,연세대학교 미래캠퍼스_빅데이터 통합관리시스템 My With 업그레이드 및,doc_92264311d9c3,연세대학교 미래캠퍼스_빅데이터 통합관리시스템 My With 업그레이드 및 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/연세대학교 미래캠퍼스_빅데이터 통합관리시스템 My With 업그레이드 및 .hwp,hwp,False,filler_sample,12,0,0,데이터/AI,0,True,similar_project_token,연세대학교 미래캠퍼스,빅데이터 통합관리시스템 My With 업그레이드 및,데이터/AI,,,,,,,,,,,,missing,,84,연세대학교 미래캠퍼스_빅데이터 통합관리시스템 My With 업그레이드 및,D92264311d9,연세대학교 미래캠퍼스_빅데이터 통합관리시스템 My With 업그레이드 및 .hwp | 연세대학교 미래캠퍼스_빅데이터 통합관리시스템 My With 업그레이드 및 | 빅데이터 통합관리시스템 My With 업그레이드 및 | 연세대학교미래캠퍼스빅데이터통합관리시스템MyWith업그레이드및.hwp
85,국가보안기술연구소_제어시스템 운용보안대책 확인 시험을 위한 시험자,doc_0fdde850d5d9,국가보안기술연구소_제어시스템 운용보안대책 확인 시험을 위한 시험자.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/국가보안기술연구소_제어시스템 운용보안대책 확인 시험을 위한 시험자.hwp,hwp,False,filler_sample,0,0,0,보안,0,False,,국가보안기술연구소,제어시스템 운용보안대책 확인 시험을 위한 시험자,보안,,,,,,,,,,,,missing,,85,국가보안기술연구소_제어시스템 운용보안대책 확인 시험을 위한 시험자,D0fdde850d5,국가보안기술연구소_제어시스템 운용보안대책 확인 시험을 위한 시험자.hwp | 국가보안기술연구소_제어시스템 운용보안대책 확인 시험을 위한 시험자 | 제어시스템 운용보안대책 확인 시험을 위한 시험자 | 국가보안기술연구소제어시스템운용보안대책확인시험을위한시험자.hwp
86,한식진흥원_2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역,doc_2a879e34ed20,한식진흥원_2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한식진흥원_2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역.hwp,hwp,False,filler_sample,12,0,0,클라우드,0,True,similar_project_token,한식진흥원,2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역,클라우드,,,,,,,,,,,,missing,,86,한식진흥원_2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역,D2a879e34ed,한식진흥원_2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역.hwp | 한식진흥원_2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역 | 2024년 한식진흥 정보시스템 1단계 클라우드 전환 용역 | 한식진흥원2024년한식진흥정보시스템1단계클라우드전환용역.hwp
87,대한적십자사_컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스,doc_e00b9af16cbd,대한적십자사_컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/대한적십자사_컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스.hwp,hwp,False,filler_sample,12,0,0,홈페이지/포털,0,True,similar_project_token,대한적십자사,컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스,"홈페이지/포털, 컨설팅/감리",,,,,,,,,,,,missing,,87,대한적십자사_컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스,De00b9af16c,대한적십자사_컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스.hwp | 대한적십자사_컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스 | 컨설팅(BPR)을 통한 대한적십자사 홈페이지 및 관리자시스 | 대한적십자사컨설팅BPR을통한대한적십자사홈페이지및관리자시스.hwp
88,한국저작권위원회_저작권 정보시스템 DB 관리체계 강화 컨설팅 용역,doc_1d129b3f49e6,한국저작권위원회_저작권 정보시스템 DB 관리체계 강화 컨설팅 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/한국저작권위원회_저작권 정보시스템 DB 관리체계 강화 컨설팅 용역.hwp,hwp,False,filler_sample,12,0,0,컨설팅/감리,0,True,similar_project_token,한국저작권위원회,저작권 정보시스템 DB 관리체계 강화 컨설팅 용역,컨설팅/감리,,,,,,,,,,,,missing,,88,한국저작권위원회_저작권 정보시스템 DB 관리체계 강화 컨설팅 용역,D1d129b3f49,한국저작권위원회_저작권 정보시스템 DB 관리체계 강화 컨설팅 용역.hwp | 한국저작권위원회_저작권 정보시스템 DB 관리체계 강화 컨설팅 용역 | 저작권 정보시스템 DB 관리체계 강화 컨설팅 용역 | 한국저작권위원회저작권정보시스템DB관리체계강화컨설팅용역.hwp
89,경기도 부천시_긴급차량 우선신호시스템 광역 연계사업,doc_68b95374260a,경기도 부천시_긴급차량 우선신호시스템 광역 연계사업.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 부천시_긴급차량 우선신호시스템 광역 연계사업.hwp,hwp,False,filler_sample,12,0,0,기타,0,True,notice_variant+prefix_alias,경기도 부천시,긴급차량 우선신호시스템 광역 연계사업,,,,,,,,,,,,,missing,,89,경기도 부천시_긴급차량 우선신호시스템 광역 연계사업,D68b9537426,경기도 부천시_긴급차량 우선신호시스템 광역 연계사업.hwp | 경기도 부천시_긴급차량 우선신호시스템 광역 연계사업 | 긴급차량 우선신호시스템 광역 연계사업 | 차량 우선신호시스템 광역 연계사업 | 경기도부천시긴급차량우선신호시스템광역연계사업.hwp
90,경기연구원_2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개,doc_5fe4fb77ea5c,경기연구원_2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기연구원_2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개.hwp,hwp,False,filler_sample,12,0,0,고도화,0,True,similar_project_token,경기연구원,2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개,고도화,,,,,,,,,,,,missing,,90,경기연구원_2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개,D5fe4fb77ea,경기연구원_2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개.hwp | 경기연구원_2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개 | 2024년 통합정보시스템 기능개선 사업(근무성적평정 제도 개 | 경기연구원2024년통합정보시스템기능개선사업근무성적평정제도개.hwp
91,경기도 고양시_고양시 도서관 홈페이지 온라인 결제시스템 구축 용역,doc_ef96b5bae268,경기도 고양시_고양시 도서관 홈페이지 온라인 결제시스템 구축 용역.hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경기도 고양시_고양시 도서관 홈페이지 온라인 결제시스템 구축 용역.hwp,hwp,False,filler_sample,12,0,0,구축,0,True,similar_project_token,경기도 고양시,고양시 도서관 홈페이지 온라인 결제시스템 구축 용역,"구축, 홈페이지/포털",,,,,,,,,,,,missing,,91,경기도 고양시_고양시 도서관 홈페이지 온라인 결제시스템 구축 용역,Def96b5bae2,경기도 고양시_고양시 도서관 홈페이지 온라인 결제시스템 구축 용역.hwp | 경기도 고양시_고양시 도서관 홈페이지 온라인 결제시스템 구축 용역 | 고양시 도서관 홈페이지 온라인 결제시스템 구축 용역 | 경기도고양시고양시도서관홈페이지온라인결제시스템구축용역.hwp
92,경희대학교산학협력단_[재공고] 산학협력단 정보시스템 운영 용역업체,doc_c2c8f6093d83,경희대학교산학협력단_[재공고] 산학협력단 정보시스템 운영 용역업체 .hwp,/Users/apple/Desktop/codeit/project_2nd/chatbot/data/original_data_list/경희대학교산학협력단_[재공고] 산학협력단 정보시스템 운영 용역업체 .hwp,hwp,False,filler_sample,12,0,0,운영,0,True,similar_project_token+notice_variant+prefix_alias,경희대학교산학협력단,[재공고] 산학협력단 정보시스템 운영 용역업체,운영,,,,,,,,,,,,missing,,92,경희대학교산학협력단_[재공고] 산학협력단 정보시스템 운영 용역업체,Dc2c8f6093d,경희대학교산학협력단_[재공고] 산학협력단 정보시스템 운영 용역업체 .hwp | 경희대학교산학협력단_[재공고] 산학협력단 정보시스템 운영 용역업체 | [재공고] 산학협력단 정보시스템 운영 용역업체 | 산학협력단 정보시스템 운영 용역업체 | 경희대학교산학협력단재공고산학협력단정보시스템운영용역업체.hwp
